individualID,materialSampleID,decimalLatitude,decimalLongitude,locationID_short,depthOfBottomInMetersCorrected,depthNote,coordNote,sequenceID,country,cluster,locality,yearCollected,verbatimDepth,associatedTaxa,identificationRemarks,scientificName,lineage
Aspat_495,RRAP_ECT01_2022_Aspat_NDIR_495,-14.74306,145.512942,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-495_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_496,RRAP_ECT01_2022_Aspat_NDIR_496,-14.743054,145.512918,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-496_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_497,RRAP_ECT01_2022_Aspat_NDIR_497,-14.74305,145.512921,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-497_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_498,RRAP_ECT01_2022_Aspat_NDIR_498,-14.743048,145.51292,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-498_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_499,RRAP_ECT01_2022_Aspat_NDIR_499,-14.743046,145.512901,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-499_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_500,RRAP_ECT01_2022_Aspat_NDIR_500,-14.74304,145.5129,NDIR,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-500_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_501,RRAP_ECT01_2022_Aspat_NDIR_501,-14.743037,145.512892,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-501_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_502,RRAP_ECT01_2022_Aspat_NDIR_502,-14.743027,145.512894,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-502_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_503,RRAP_ECT01_2022_Aspat_NDIR_503,-14.743039,145.512869,NDIR,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-503_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_504,RRAP_ECT01_2022_Aspat_NDIR_504,-14.743048,145.512853,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-504_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_8,Acropora spathulata,AS1
Aspat_505,RRAP_ECT01_2022_Aspat_NDIR_505,-14.743058,145.51286,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-505_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_506,RRAP_ECT01_2022_Aspat_NDIR_506,-14.743062,145.512844,NDIR,-0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-506_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_507,RRAP_ECT01_2022_Aspat_NDIR_507,-14.743045,145.512839,NDIR,-0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-507_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_508,RRAP_ECT01_2022_Aspat_NDIR_508,-14.743032,145.51283,NDIR,-0.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-508_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_509,RRAP_ECT01_2022_Aspat_NDIR_509,-14.743068,145.512805,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-509_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_510,RRAP_ECT01_2022_Aspat_NDIR_510,-14.743065,145.512805,NDIR,-0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-510_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_511,RRAP_ECT01_2022_Aspat_NDIR_511,-14.743092,145.512784,NDIR,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-511_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_512,RRAP_ECT01_2022_Aspat_NDIR_512,-14.743105,145.512795,NDIR,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-512_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_8,Acropora spathulata,AS1
Aspat_513,RRAP_ECT01_2022_Aspat_NDIR_513,-14.743101,145.512791,NDIR,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-513_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_514,RRAP_ECT01_2022_Aspat_NDIR_514,-14.743095,145.512795,NDIR,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-514_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_515,RRAP_ECT01_2022_Aspat_NDIR_515,-14.743104,145.512806,NDIR,-0.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-515_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_516,RRAP_ECT01_2022_Aspat_NDIR_516,-14.743098,145.512783,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-516_L3,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_517,RRAP_ECT01_2022_Aspat_NDIR_517,-14.743088,145.51276,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-517_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,NA,Acropora spathulata,AS1
Aspat_518,RRAP_ECT01_2022_Aspat_NDIR_518,-14.743077,145.512762,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-518_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_519,RRAP_ECT01_2022_Aspat_NDIR_519,-14.743071,145.512765,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-519_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_520,RRAP_ECT01_2022_Aspat_NDIR_520,-14.74307,145.512767,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-520_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_521,RRAP_ECT01_2022_Aspat_NDIR_521,-14.743059,145.512738,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-521_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_522,RRAP_ECT01_2022_Aspat_NDIR_522,-14.743048,145.512718,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-522_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_523,RRAP_ECT01_2022_Aspat_NDIR_523,-14.743031,145.512716,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-523_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_524,RRAP_ECT01_2022_Aspat_NDIR_524,-14.743017,145.512709,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-524_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_525,RRAP_ECT01_2022_Aspat_NDIR_525,-14.743028,145.512697,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-525_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_526,RRAP_ECT01_2022_Aspat_NDIR_526,-14.743028,145.512676,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-526_L2,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_527,RRAP_ECT01_2022_Aspat_NDIR_527,-14.743014,145.512681,NDIR,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-527_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_528,RRAP_ECT01_2022_Aspat_NDIR_528,-14.742999,145.512669,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-528_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_529,RRAP_ECT01_2022_Aspat_NDIR_529,-14.742997,145.51267,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-529_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_530,RRAP_ECT01_2022_Aspat_NDIR_530,-14.742995,145.51267,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-530_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_531,RRAP_ECT01_2022_Aspat_NDIR_531,-14.742986,145.512671,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-531_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_532,RRAP_ECT01_2022_Aspat_NDIR_532,-14.74299,145.512689,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-532_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_533,RRAP_ECT01_2022_Aspat_NDIR_533,-14.742997,145.512697,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-533_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_534,RRAP_ECT01_2022_Aspat_NDIR_534,-14.742994,145.512701,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-534_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_535,RRAP_ECT01_2022_Aspat_NDIR_535,-14.742995,145.512713,NDIR,0,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-535_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_536,RRAP_ECT01_2022_Aspat_NDIR_536,-14.742985,145.512732,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-536_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_537,RRAP_ECT01_2022_Aspat_NDIR_537,-14.742987,145.512719,NDIR,-0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-537_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_538,RRAP_ECT01_2022_Aspat_NDIR_538,-14.742969,145.512715,NDIR,-0.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-NDIR-538_L1,Australia,,North Direction ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C3k,AS1,Acropora spathulata,AS1
Aspat_897,RRAP_ECT01_2022_Aspat_PAPE_897,-18.558304,146.50286,PAPE,2.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-897_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_898,RRAP_ECT01_2022_Aspat_PAPE_898,-18.558395,146.502826,PAPE,3.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-898_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_899,RRAP_ECT01_2022_Aspat_PAPE_899,-18.558465,146.502773,PAPE,3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-899_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_900,RRAP_ECT01_2022_Aspat_PAPE_900,-18.558513,146.502739,PAPE,2.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-900_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_901,RRAP_ECT01_2022_Aspat_PAPE_901,-18.558564,146.502705,PAPE,3.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-901_L1,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_902,RRAP_ECT01_2022_Aspat_PAPE_902,-18.55828,146.502901,PAPE,2.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-902_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_903,RRAP_ECT01_2022_Aspat_PAPE_903,-18.558277,146.502918,PAPE,2.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-903_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_904,RRAP_ECT01_2022_Aspat_PAPE_904,-18.558428,146.502587,PAPE,1.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-904_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_905,RRAP_ECT01_2022_Aspat_PAPE_905,-18.558519,146.502621,PAPE,2.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-905_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_906,RRAP_ECT01_2022_Aspat_PAPE_906,-18.558531,146.502626,PAPE,2.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-906_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_907,RRAP_ECT01_2022_Aspat_PAPE_907,-18.558621,146.502593,PAPE,3.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-907_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_908,RRAP_ECT01_2022_Aspat_PAPE_908,-18.558617,146.502553,PAPE,2.9,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-908_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1,Acropora spathulata,AS1
Aspat_909,RRAP_ECT01_2022_Aspat_PAPE_909,-18.558606,146.502556,PAPE,2.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-909_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_910,RRAP_ECT01_2022_Aspat_PAPE_910,-18.558614,146.502525,PAPE,2.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-910_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_911,RRAP_ECT01_2022_Aspat_PAPE_911,-18.558624,146.502464,PAPE,1.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-911_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_912,RRAP_ECT01_2022_Aspat_PAPE_912,-18.558131,146.502866,PAPE,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-912_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_913,RRAP_ECT01_2022_Aspat_PAPE_913,-18.558021,146.502882,PAPE,1.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-913_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_914,RRAP_ECT01_2022_Aspat_PAPE_914,-18.558024,146.502864,PAPE,0.7,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-914_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1_10,Acropora spathulata,AS1
Aspat_915,RRAP_ECT01_2022_Aspat_PAPE_915,-18.558016,146.502857,PAPE,0.6,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-915_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,NA,AS1_10,Acropora spathulata,AS1
Aspat_916,RRAP_ECT01_2022_Aspat_PAPE_916,-18.557986,146.502852,PAPE,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-916_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_917,RRAP_ECT01_2022_Aspat_PAPE_917,-18.557973,146.502883,PAPE,1.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-917_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_918,RRAP_ECT01_2022_Aspat_PAPE_918,-18.557895,146.502864,PAPE,0.1,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-918_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_919,RRAP_ECT01_2022_Aspat_PAPE_919,-18.558011,146.502738,PAPE,0.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-919_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_920,RRAP_ECT01_2022_Aspat_PAPE_920,-18.558072,146.502821,PAPE,1.8,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-920_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_921,RRAP_ECT01_2022_Aspat_PAPE_921,-18.558072,146.50284,PAPE,2.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-921_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_922,RRAP_ECT01_2022_Aspat_PAPE_922,-18.558089,146.502868,PAPE,2.2,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-922_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_923,RRAP_ECT01_2022_Aspat_PAPE_923,-18.558144,146.502875,PAPE,2.4,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-923_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_924,RRAP_ECT01_2022_Aspat_PAPE_924,-18.558152,146.502875,PAPE,2.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-924_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_925,RRAP_ECT01_2022_Aspat_PAPE_925,-18.558177,146.50289,PAPE,2.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-925_L4,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_926,RRAP_ECT01_2022_Aspat_PAPE_926,-18.558192,146.502851,PAPE,2.5,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-926_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
Aspat_927,RRAP_ECT01_2022_Aspat_PAPE_927,-18.558121,146.502804,PAPE,2.3,Correction done by HD,Original metadata entry,RRAP-ECT01-2022-Aspat-PAPE-927_L3,Australia,Inshore Central GBR,Pelorus ,2022,Depth is tide-corrected and standardized to the lowest astronomical tide (LAT). Negative values indicate colonies above the LAT. ,C50c,AS1,Acropora spathulata,AS1
